TOP.6287f2bf.000e598e	START
TOP.62a44b13.00075256	user_options->username	0
TOP.62a44b13.00075256	user_options->veracrypt_pim_start	485
TOP.62a44b13.00075256	user_options->veracrypt_pim_stop	485
TOP.62a44b13.00075256	user_options->version	0
TOP.62a44b13.00075256	user_options->workload_profile	3
TOP.62a44b13.00075256	user_options->brain_client	0
TOP.62a44b13.00075256	user_options->brain_client_features	2
TOP.62a44b13.00075256	user_options->brain_server	0
TOP.62a44b13.00075256	user_options->brain_server_timer	300
TOP.62a44b13.00075256	user_options->brain_port	6863
TOP.62a44b13.00075256	user_options->brain_session	0
TOP.62a44b13.00075256	hashes->hashfile	gpon.hc22000
TOP.62a44b13.00075256	hashes->hashlist_mode	5
TOP.62a44b13.00075256	hashes->hashlist_format	0
TOP.62a44b13.00075256	hashes->hashes_cnt	0
TOP.62a44b13.00075256	hashes->digests_cnt	1
TOP.62a44b13.00075256	hashes->digests_done	0
TOP.62a44b13.00075256	hashes->salts_cnt	1
TOP.62a44b13.00075256	hashes->salts_done	0
TOP.62a44b13.00075256	SUB.62a44b14.000377e7	START
TOP.62a44b13.00075256	SUB.62a44b14.000377e7	mask_ctx->mask	?1?1?1?1?1?1?1?1
TOP.62a45400.00067385	START
TOP.62a45400.00067385	folder_config->cwd	C:\Users\I3_7350k\Downloads\hashcat-6.2.5
TOP.62a45400.00067385	folder_config->install_dir	.
TOP.62a45400.00067385	folder_config->profile_dir	.
TOP.62a45400.00067385	folder_config->session_dir	.
TOP.62a45400.00067385	folder_config->shared_dir	.
TOP.62a45400.00067385	user_options->custom_charset_1	3456789abcdefghjkmnpqrstuvwx
TOP.62a45400.00067385	user_options->encoding_from	utf-8
TOP.62a45400.00067385	user_options->encoding_to	utf-8
TOP.62a45400.00067385	user_options->rule_buf_l	:
TOP.62a45400.00067385	user_options->rule_buf_r	:
TOP.62a45400.00067385	user_options->session	hashcat
TOP.62a45400.00067385	user_options->separator	:
TOP.62a45400.00067385	user_options->limit	0
TOP.62a45400.00067385	user_options->skip	0
TOP.62a45400.00067385	user_options->attack_mode	3
TOP.62a45400.00067385	user_options->benchmark	0
TOP.62a45400.00067385	user_options->benchmark_all	0
TOP.62a45400.00067385	user_options->bitmap_max	18
TOP.62a45400.00067385	user_options->bitmap_min	16
TOP.62a45400.00067385	user_options->debug_mode	0
TOP.62a45400.00067385	user_options->hash_info	0
TOP.62a45400.00067385	user_options->force	0
TOP.62a45400.00067385	user_options->hwmon_disable	0
TOP.62a45400.00067385	user_options->hwmon_temp_abort	90
TOP.62a45400.00067385	user_options->hash_mode	22000
TOP.62a45400.00067385	user_options->hex_charset	0
TOP.62a45400.00067385	user_options->hex_salt	0
TOP.62a45400.00067385	user_options->hex_wordlist	0
TOP.62a45400.00067385	user_options->hook_threads	2
TOP.62a45400.00067385	user_options->identify	0
TOP.62a45400.00067385	user_options->increment	1
TOP.62a45400.00067385	user_options->increment_max	256
TOP.62a45400.00067385	user_options->increment_min	1
TOP.62a45400.00067385	user_options->keep_guessing	0
TOP.62a45400.00067385	user_options->kernel_accel	0
TOP.62a45400.00067385	user_options->kernel_loops	0
TOP.62a45400.00067385	user_options->kernel_threads	0
TOP.62a45400.00067385	user_options->keyspace	0
TOP.62a45400.00067385	user_options->left	0
TOP.62a45400.00067385	user_options->logfile_disable	0
TOP.62a45400.00067385	user_options->loopback	0
TOP.62a45400.00067385	user_options->machine_readable	0
TOP.62a45400.00067385	user_options->markov_classic	0
TOP.62a45400.00067385	user_options->markov_disable	0
TOP.62a45400.00067385	user_options->markov_inverse	0
TOP.62a45400.00067385	user_options->markov_threshold	256
TOP.62a45400.00067385	user_options->multiply_accel_disable	0
TOP.62a45400.00067385	user_options->backend_info	0
TOP.62a45400.00067385	user_options->backend_vector_width	0
TOP.62a45400.00067385	user_options->optimized_kernel_enable	0
TOP.62a45400.00067385	user_options->outfile_autohex	1
TOP.62a45400.00067385	user_options->outfile_check_timer	5
TOP.62a45400.00067385	user_options->outfile_format	3
TOP.62a45400.00067385	user_options->wordlist_autohex_disable	0
TOP.62a45400.00067385	user_options->potfile_disable	0
TOP.62a45400.00067385	user_options->progress_only	0
TOP.62a45400.00067385	user_options->quiet	0
TOP.62a45400.00067385	user_options->remove	0
TOP.62a45400.00067385	user_options->remove_timer	60
TOP.62a45400.00067385	user_options->restore	0
TOP.62a45400.00067385	user_options->restore_disable	0
TOP.62a45400.00067385	user_options->restore_timer	60
TOP.62a45400.00067385	user_options->rp_files_cnt	0
TOP.62a45400.00067385	user_options->rp_gen	0
TOP.62a45400.00067385	user_options->rp_gen_func_max	4
TOP.62a45400.00067385	user_options->rp_gen_func_min	1
TOP.62a45400.00067385	user_options->rp_gen_seed	0
TOP.62a45400.00067385	user_options->runtime	0
TOP.62a45400.00067385	user_options->scrypt_tmto	0
TOP.62a45400.00067385	user_options->segment_size	33554432
TOP.62a45400.00067385	user_options->self_test_disable	0
TOP.62a45400.00067385	user_options->slow_candidates	0
TOP.62a45400.00067385	user_options->show	0
TOP.62a45400.00067385	user_options->speed_only	0
TOP.62a45400.00067385	user_options->spin_damp	0
TOP.62a45400.00067385	user_options->status	0
TOP.62a45400.00067385	user_options->status_json	0
TOP.62a45400.00067385	user_options->status_timer	10
TOP.62a45400.00067385	user_options->stdout_flag	0
TOP.62a45400.00067385	user_options->usage	0
TOP.62a45400.00067385	user_options->username	0
TOP.62a45400.00067385	user_options->veracrypt_pim_start	485
TOP.62a45400.00067385	user_options->veracrypt_pim_stop	485
TOP.62a45400.00067385	user_options->version	0
TOP.62a45400.00067385	user_options->workload_profile	3
TOP.62a45400.00067385	user_options->brain_client	0
TOP.62a45400.00067385	user_options->brain_client_features	2
TOP.62a45400.00067385	user_options->brain_server	0
TOP.62a45400.00067385	user_options->brain_server_timer	300
TOP.62a45400.00067385	user_options->brain_port	6863
TOP.62a45400.00067385	user_options->brain_session	0
TOP.62a45400.00067385	hashes->hashfile	gpon.hc22000
TOP.62a45400.00067385	hashes->hashlist_mode	5
TOP.62a45400.00067385	hashes->hashlist_format	0
TOP.62a45400.00067385	hashes->hashes_cnt	0
TOP.62a45400.00067385	hashes->digests_cnt	1
TOP.62a45400.00067385	hashes->digests_done	0
TOP.62a45400.00067385	hashes->salts_cnt	1
TOP.62a45400.00067385	hashes->salts_done	0
TOP.62a45400.00067385	SUB.62a45401.00034b55	START
TOP.62a45400.00067385	SUB.62a45401.00034b55	mask_ctx->mask	?1?1?1?1?1?1?1?1
TOP.62e97cce.000b14c2	START
TOP.62e97cce.000b14c2	folder_config->cwd	C:\Users\I3_7350k\Downloads\hashcat-6.2.5
TOP.62e97cce.000b14c2	folder_config->install_dir	.
TOP.62e97cce.000b14c2	folder_config->profile_dir	.
TOP.62e97cce.000b14c2	folder_config->session_dir	.
TOP.62e97cce.000b14c2	folder_config->shared_dir	.
TOP.62e97cce.000b14c2	user_options->custom_charset_1	abcdefghjkmnpqrstuvwx
TOP.62e97cce.000b14c2	user_options->custom_charset_2	3456789
TOP.62e97cce.000b14c2	user_options->custom_charset_3	ABCDEFGHJKMNPQRSTUVWX
TOP.62e97cce.000b14c2	user_options->encoding_from	utf-8
TOP.62e97cce.000b14c2	user_options->encoding_to	utf-8
TOP.62e97cce.000b14c2	user_options->rule_buf_l	:
TOP.62e97cce.000b14c2	user_options->rule_buf_r	:
TOP.62e97cce.000b14c2	user_options->session	hashcat
TOP.62e97cce.000b14c2	user_options->separator	:
TOP.62e97cce.000b14c2	user_options->limit	0
TOP.62e97cce.000b14c2	user_options->skip	0
TOP.62e97cce.000b14c2	user_options->attack_mode	3
TOP.62e97cce.000b14c2	user_options->benchmark	0
TOP.62e97cce.000b14c2	user_options->benchmark_all	0
TOP.62e97cce.000b14c2	user_options->bitmap_max	18
TOP.62e97cce.000b14c2	user_options->bitmap_min	16
TOP.62e97cce.000b14c2	user_options->debug_mode	0
TOP.62e97cce.000b14c2	user_options->hash_info	0
TOP.62e97cce.000b14c2	user_options->force	0
TOP.62e97cce.000b14c2	user_options->hwmon_disable	0
TOP.62e97cce.000b14c2	user_options->hwmon_temp_abort	90
TOP.62e97cce.000b14c2	user_options->hash_mode	22000
TOP.62e97cce.000b14c2	user_options->hex_charset	0
TOP.62e97cce.000b14c2	user_options->hex_salt	0
TOP.62e97cce.000b14c2	user_options->hex_wordlist	0
TOP.62e97cce.000b14c2	user_options->hook_threads	4
TOP.62e97cce.000b14c2	user_options->identify	0
TOP.62e97cce.000b14c2	user_options->increment	1
TOP.62e97cce.000b14c2	user_options->increment_max	256
TOP.62e97cce.000b14c2	user_options->increment_min	1
TOP.62e97cce.000b14c2	user_options->keep_guessing	0
TOP.62e97cce.000b14c2	user_options->kernel_accel	0
TOP.62e97cce.000b14c2	user_options->kernel_loops	0
TOP.62e97cce.000b14c2	user_options->kernel_threads	0
TOP.62e97cce.000b14c2	user_options->keyspace	0
TOP.62e97cce.000b14c2	user_options->left	0
TOP.62e97cce.000b14c2	user_options->logfile_disable	0
TOP.62e97cce.000b14c2	user_options->loopback	0
TOP.62e97cce.000b14c2	user_options->machine_readable	0
TOP.62e97cce.000b14c2	user_options->markov_classic	0
TOP.62e97cce.000b14c2	user_options->markov_disable	0
TOP.62e97cce.000b14c2	user_options->markov_inverse	0
TOP.62e97cce.000b14c2	user_options->markov_threshold	256
TOP.62e97cce.000b14c2	user_options->multiply_accel_disable	0
TOP.62e97cce.000b14c2	user_options->backend_info	0
TOP.62e97cce.000b14c2	user_options->backend_vector_width	0
TOP.62e97cce.000b14c2	user_options->optimized_kernel_enable	0
TOP.62e97cce.000b14c2	user_options->outfile_autohex	1
TOP.62e97cce.000b14c2	user_options->outfile_check_timer	5
TOP.62e97cce.000b14c2	user_options->outfile_format	3
TOP.62e97cce.000b14c2	user_options->wordlist_autohex_disable	0
TOP.62e97cce.000b14c2	user_options->potfile_disable	0
TOP.62e97cce.000b14c2	user_options->progress_only	0
TOP.62e97cce.000b14c2	user_options->quiet	0
TOP.62e97cce.000b14c2	user_options->remove	0
TOP.62e97cce.000b14c2	user_options->remove_timer	60
TOP.62e97cce.000b14c2	user_options->restore	0
TOP.62e97cce.000b14c2	user_options->restore_disable	0
TOP.62e97cce.000b14c2	user_options->restore_timer	60
TOP.62e97cce.000b14c2	user_options->rp_files_cnt	0
TOP.62e97cce.000b14c2	user_options->rp_gen	0
TOP.62e97cce.000b14c2	user_options->rp_gen_func_max	4
TOP.62e97cce.000b14c2	user_options->rp_gen_func_min	1
TOP.62e97cce.000b14c2	user_options->rp_gen_seed	0
TOP.62e97cce.000b14c2	user_options->runtime	0
TOP.62e97cce.000b14c2	user_options->scrypt_tmto	0
TOP.62e97cce.000b14c2	user_options->segment_size	33554432
TOP.62e97cce.000b14c2	user_options->self_test_disable	0
TOP.62e97cce.000b14c2	user_options->slow_candidates	0
TOP.62e97cce.000b14c2	user_options->show	0
TOP.62e97cce.000b14c2	user_options->speed_only	0
TOP.62e97cce.000b14c2	user_options->spin_damp	0
TOP.62e97cce.000b14c2	user_options->status	0
TOP.62e97cce.000b14c2	user_options->status_json	0
TOP.62e97cce.000b14c2	user_options->status_timer	10
TOP.62e97cce.000b14c2	user_options->stdout_flag	0
TOP.62e97cce.000b14c2	user_options->usage	0
TOP.62e97cce.000b14c2	user_options->username	0
TOP.62e97cce.000b14c2	user_options->veracrypt_pim_start	485
TOP.62e97cce.000b14c2	user_options->veracrypt_pim_stop	485
TOP.62e97cce.000b14c2	user_options->version	0
TOP.62e97cce.000b14c2	user_options->workload_profile	3
TOP.62e97cce.000b14c2	user_options->brain_client	0
TOP.62e97cce.000b14c2	user_options->brain_client_features	2
TOP.62e97cce.000b14c2	user_options->brain_server	0
TOP.62e97cce.000b14c2	user_options->brain_server_timer	300
TOP.62e97cce.000b14c2	user_options->brain_port	6863
TOP.62e97cce.000b14c2	user_options->brain_session	0
TOP.62e97cce.000b14c2	hashes->hashfile	gpon.hc22000
TOP.62e97cce.000b14c2	hashes->hashlist_mode	5
TOP.62e97cce.000b14c2	hashes->hashlist_format	0
TOP.62e97cce.000b14c2	hashes->hashes_cnt	0
TOP.62e97cce.000b14c2	hashes->digests_cnt	1
TOP.62e97cce.000b14c2	hashes->digests_done	0
TOP.62e97cce.000b14c2	hashes->salts_cnt	1
TOP.62e97cce.000b14c2	hashes->salts_done	0
TOP.62e97cce.000b14c2	SUB.62e97ce2.000b400a	START
TOP.62e97cce.000b14c2	SUB.62e97ce2.000b400a	mask_ctx->mask	GP?1?1?1?3?2?1
TOP.62e97cce.000b14c2	SUB.62e97ce2.000b400a	runtime_start	1659469028
TOP.62e97cce.000b14c2	SUB.62e97ce2.000b400a	runtime_stop	1659469408
TOP.62e97cce.000b14c2	SUB.62e97ce2.000b400a	status-after-work	5
TOP.62e97cce.000b14c2	SUB.62e97ce2.000b400a	STOP
TOP.62e97cce.000b14c2	proc_start	1659469006
TOP.62e97cce.000b14c2	proc_stop	1659469409
TOP.62e97cce.000b14c2	STOP
TOP.62e97ea2.0002d265	START
TOP.62e97ea2.0002d265	folder_config->cwd	C:\Users\I3_7350k\Downloads\hashcat-6.2.5
TOP.62e97ea2.0002d265	folder_config->install_dir	.
TOP.62e97ea2.0002d265	folder_config->profile_dir	.
TOP.62e97ea2.0002d265	folder_config->session_dir	.
TOP.62e97ea2.0002d265	folder_config->shared_dir	.
TOP.62e97ea2.0002d265	user_options->custom_charset_1	abcdefghjkmnpqrstuvwxABCDEFGHJKMNPQRSTUVWX3456789
TOP.62e97ea2.0002d265	user_options->encoding_from	utf-8
TOP.62e97ea2.0002d265	user_options->encoding_to	utf-8
TOP.62e97ea2.0002d265	user_options->rule_buf_l	:
TOP.62e97ea2.0002d265	user_options->rule_buf_r	:
TOP.62e97ea2.0002d265	user_options->session	hashcat
TOP.62e97ea2.0002d265	user_options->separator	:
TOP.62e97ea2.0002d265	user_options->limit	0
TOP.62e97ea2.0002d265	user_options->skip	0
TOP.62e97ea2.0002d265	user_options->attack_mode	3
TOP.62e97ea2.0002d265	user_options->benchmark	0
TOP.62e97ea2.0002d265	user_options->benchmark_all	0
TOP.62e97ea2.0002d265	user_options->bitmap_max	18
TOP.62e97ea2.0002d265	user_options->bitmap_min	16
TOP.62e97ea2.0002d265	user_options->debug_mode	0
TOP.62e97ea2.0002d265	user_options->hash_info	0
TOP.62e97ea2.0002d265	user_options->force	0
TOP.62e97ea2.0002d265	user_options->hwmon_disable	0
TOP.62e97ea2.0002d265	user_options->hwmon_temp_abort	90
TOP.62e97ea2.0002d265	user_options->hash_mode	22000
TOP.62e97ea2.0002d265	user_options->hex_charset	0
TOP.62e97ea2.0002d265	user_options->hex_salt	0
TOP.62e97ea2.0002d265	user_options->hex_wordlist	0
TOP.62e97ea2.0002d265	user_options->hook_threads	4
TOP.62e97ea2.0002d265	user_options->identify	0
TOP.62e97ea2.0002d265	user_options->increment	1
TOP.62e97ea2.0002d265	user_options->increment_max	256
TOP.62e97ea2.0002d265	user_options->increment_min	1
TOP.62e97ea2.0002d265	user_options->keep_guessing	0
TOP.62e97ea2.0002d265	user_options->kernel_accel	0
TOP.62e97ea2.0002d265	user_options->kernel_loops	0
TOP.62e97ea2.0002d265	user_options->kernel_threads	0
TOP.62e97ea2.0002d265	user_options->keyspace	0
TOP.62e97ea2.0002d265	user_options->left	0
TOP.62e97ea2.0002d265	user_options->logfile_disable	0
TOP.62e97ea2.0002d265	user_options->loopback	0
TOP.62e97ea2.0002d265	user_options->machine_readable	0
TOP.62e97ea2.0002d265	user_options->markov_classic	0
TOP.62e97ea2.0002d265	user_options->markov_disable	0
TOP.62e97ea2.0002d265	user_options->markov_inverse	0
TOP.62e97ea2.0002d265	user_options->markov_threshold	256
TOP.62e97ea2.0002d265	user_options->multiply_accel_disable	0
TOP.62e97ea2.0002d265	user_options->backend_info	0
TOP.62e97ea2.0002d265	user_options->backend_vector_width	0
TOP.62e97ea2.0002d265	user_options->optimized_kernel_enable	0
TOP.62e97ea2.0002d265	user_options->outfile_autohex	1
TOP.62e97ea2.0002d265	user_options->outfile_check_timer	5
TOP.62e97ea2.0002d265	user_options->outfile_format	3
TOP.62e97ea2.0002d265	user_options->wordlist_autohex_disable	0
TOP.62e97ea2.0002d265	user_options->potfile_disable	0
TOP.62e97ea2.0002d265	user_options->progress_only	0
TOP.62e97ea2.0002d265	user_options->quiet	0
TOP.62e97ea2.0002d265	user_options->remove	0
TOP.62e97ea2.0002d265	user_options->remove_timer	60
TOP.62e97ea2.0002d265	user_options->restore	0
TOP.62e97ea2.0002d265	user_options->restore_disable	0
TOP.62e97ea2.0002d265	user_options->restore_timer	60
TOP.62e97ea2.0002d265	user_options->rp_files_cnt	0
TOP.62e97ea2.0002d265	user_options->rp_gen	0
TOP.62e97ea2.0002d265	user_options->rp_gen_func_max	4
TOP.62e97ea2.0002d265	user_options->rp_gen_func_min	1
TOP.62e97ea2.0002d265	user_options->rp_gen_seed	0
TOP.62e97ea2.0002d265	user_options->runtime	0
TOP.62e97ea2.0002d265	user_options->scrypt_tmto	0
TOP.62e97ea2.0002d265	user_options->segment_size	33554432
TOP.62e97ea2.0002d265	user_options->self_test_disable	0
TOP.62e97ea2.0002d265	user_options->slow_candidates	0
TOP.62e97ea2.0002d265	user_options->show	0
TOP.62e97ea2.0002d265	user_options->speed_only	0
TOP.62e97ea2.0002d265	user_options->spin_damp	0
TOP.62e97ea2.0002d265	user_options->status	0
TOP.62e97ea2.0002d265	user_options->status_json	0
TOP.62e97ea2.0002d265	user_options->status_timer	10
TOP.62e97ea2.0002d265	user_options->stdout_flag	0
TOP.62e97ea2.0002d265	user_options->usage	0
TOP.62e97ea2.0002d265	user_options->username	0
TOP.62e97ea2.0002d265	user_options->veracrypt_pim_start	485
TOP.62e97ea2.0002d265	user_options->veracrypt_pim_stop	485
TOP.62e97ea2.0002d265	user_options->version	0
TOP.62e97ea2.0002d265	user_options->workload_profile	3
TOP.62e97ea2.0002d265	user_options->brain_client	0
TOP.62e97ea2.0002d265	user_options->brain_client_features	2
TOP.62e97ea2.0002d265	user_options->brain_server	0
TOP.62e97ea2.0002d265	user_options->brain_server_timer	300
TOP.62e97ea2.0002d265	user_options->brain_port	6863
TOP.62e97ea2.0002d265	user_options->brain_session	0
TOP.62e97ea2.0002d265	hashes->hashfile	gpon.hc22000
TOP.62e97ea2.0002d265	hashes->hashlist_mode	5
TOP.62e97ea2.0002d265	hashes->hashlist_format	0
TOP.62e97ea2.0002d265	hashes->hashes_cnt	0
TOP.62e97ea2.0002d265	hashes->digests_cnt	1
TOP.62e97ea2.0002d265	hashes->digests_done	0
TOP.62e97ea2.0002d265	hashes->salts_cnt	1
TOP.62e97ea2.0002d265	hashes->salts_done	0
TOP.62e97ea2.0002d265	SUB.62e97ea2.000f41b4	START
TOP.62e97ea2.0002d265	SUB.62e97ea2.000f41b4	mask_ctx->mask	GP?1?1?1?1?1?1
TOP.62e97f18.000abf88	START
TOP.62e97f18.000abf88	folder_config->cwd	C:\Users\I3_7350k\Downloads\hashcat-6.2.5
TOP.62e97f18.000abf88	folder_config->install_dir	.
TOP.62e97f18.000abf88	folder_config->profile_dir	.
TOP.62e97f18.000abf88	folder_config->session_dir	.
TOP.62e97f18.000abf88	folder_config->shared_dir	.
TOP.62e97f18.000abf88	user_options->custom_charset_1	abcdefghjkmnpqrstuvwxABCDEFGHJKMNPQRSTUVWX3456789
TOP.62e97f18.000abf88	user_options->encoding_from	utf-8
TOP.62e97f18.000abf88	user_options->encoding_to	utf-8
TOP.62e97f18.000abf88	user_options->rule_buf_l	:
TOP.62e97f18.000abf88	user_options->rule_buf_r	:
TOP.62e97f18.000abf88	user_options->session	hashcat
TOP.62e97f18.000abf88	user_options->separator	:
TOP.62e97f18.000abf88	user_options->limit	0
TOP.62e97f18.000abf88	user_options->skip	0
TOP.62e97f18.000abf88	user_options->attack_mode	3
TOP.62e97f18.000abf88	user_options->benchmark	0
TOP.62e97f18.000abf88	user_options->benchmark_all	0
TOP.62e97f18.000abf88	user_options->bitmap_max	18
TOP.62e97f18.000abf88	user_options->bitmap_min	16
TOP.62e97f18.000abf88	user_options->debug_mode	0
TOP.62e97f18.000abf88	user_options->hash_info	0
TOP.62e97f18.000abf88	user_options->force	0
TOP.62e97f18.000abf88	user_options->hwmon_disable	0
TOP.62e97f18.000abf88	user_options->hwmon_temp_abort	90
TOP.62e97f18.000abf88	user_options->hash_mode	22000
TOP.62e97f18.000abf88	user_options->hex_charset	0
TOP.62e97f18.000abf88	user_options->hex_salt	0
TOP.62e97f18.000abf88	user_options->hex_wordlist	0
TOP.62e97f18.000abf88	user_options->hook_threads	4
TOP.62e97f18.000abf88	user_options->identify	0
TOP.62e97f18.000abf88	user_options->increment	1
TOP.62e97f18.000abf88	user_options->increment_max	256
TOP.62e97f18.000abf88	user_options->increment_min	1
TOP.62e97f18.000abf88	user_options->keep_guessing	0
TOP.62e97f18.000abf88	user_options->kernel_accel	0
TOP.62e97f18.000abf88	user_options->kernel_loops	0
TOP.62e97f18.000abf88	user_options->kernel_threads	0
TOP.62e97f18.000abf88	user_options->keyspace	0
TOP.62e97f18.000abf88	user_options->left	0
TOP.62e97f18.000abf88	user_options->logfile_disable	0
TOP.62e97f18.000abf88	user_options->loopback	0
TOP.62e97f18.000abf88	user_options->machine_readable	0
TOP.62e97f18.000abf88	user_options->markov_classic	0
TOP.62e97f18.000abf88	user_options->markov_disable	0
TOP.62e97f18.000abf88	user_options->markov_inverse	0
TOP.62e97f18.000abf88	user_options->markov_threshold	256
TOP.62e97f18.000abf88	user_options->multiply_accel_disable	0
TOP.62e97f18.000abf88	user_options->backend_info	0
TOP.62e97f18.000abf88	user_options->backend_vector_width	0
TOP.62e97f18.000abf88	user_options->optimized_kernel_enable	0
TOP.62e97f18.000abf88	user_options->outfile_autohex	1
TOP.62e97f18.000abf88	user_options->outfile_check_timer	5
TOP.62e97f18.000abf88	user_options->outfile_format	3
TOP.62e97f18.000abf88	user_options->wordlist_autohex_disable	0
TOP.62e97f18.000abf88	user_options->potfile_disable	0
TOP.62e97f18.000abf88	user_options->progress_only	0
TOP.62e97f18.000abf88	user_options->quiet	0
TOP.62e97f18.000abf88	user_options->remove	0
TOP.62e97f18.000abf88	user_options->remove_timer	60
TOP.62e97f18.000abf88	user_options->restore	0
TOP.62e97f18.000abf88	user_options->restore_disable	0
TOP.62e97f18.000abf88	user_options->restore_timer	60
TOP.62e97f18.000abf88	user_options->rp_files_cnt	0
TOP.62e97f18.000abf88	user_options->rp_gen	0
TOP.62e97f18.000abf88	user_options->rp_gen_func_max	4
TOP.62e97f18.000abf88	user_options->rp_gen_func_min	1
TOP.62e97f18.000abf88	user_options->rp_gen_seed	0
TOP.62e97f18.000abf88	user_options->runtime	0
TOP.62e97f18.000abf88	user_options->scrypt_tmto	0
TOP.62e97f18.000abf88	user_options->segment_size	33554432
TOP.62e97f18.000abf88	user_options->self_test_disable	0
TOP.62e97f18.000abf88	user_options->slow_candidates	0
TOP.62e97f18.000abf88	user_options->show	0
TOP.62e97f18.000abf88	user_options->speed_only	0
TOP.62e97f18.000abf88	user_options->spin_damp	0
TOP.62e97f18.000abf88	user_options->status	0
TOP.62e97f18.000abf88	user_options->status_json	0
TOP.62e97f18.000abf88	user_options->status_timer	10
TOP.62e97f18.000abf88	user_options->stdout_flag	0
TOP.62e97f18.000abf88	user_options->usage	0
TOP.62e97f18.000abf88	user_options->username	0
TOP.62e97f18.000abf88	user_options->veracrypt_pim_start	485
TOP.62e97f18.000abf88	user_options->veracrypt_pim_stop	485
TOP.62e97f18.000abf88	user_options->version	0
TOP.62e97f18.000abf88	user_options->workload_profile	3
TOP.62e97f18.000abf88	user_options->brain_client	0
TOP.62e97f18.000abf88	user_options->brain_client_features	2
TOP.62e97f18.000abf88	user_options->brain_server	0
TOP.62e97f18.000abf88	user_options->brain_server_timer	300
TOP.62e97f18.000abf88	user_options->brain_port	6863
TOP.62e97f18.000abf88	user_options->brain_session	0
TOP.62e97f18.000abf88	hashes->hashfile	gpon.hc22000
TOP.62e97f18.000abf88	hashes->hashlist_mode	5
TOP.62e97f18.000abf88	hashes->hashlist_format	0
TOP.62e97f18.000abf88	hashes->hashes_cnt	0
TOP.62e97f18.000abf88	hashes->digests_cnt	1
TOP.62e97f18.000abf88	hashes->digests_done	0
TOP.62e97f18.000abf88	hashes->salts_cnt	1
TOP.62e97f18.000abf88	hashes->salts_done	0
TOP.62e97f18.000abf88	SUB.62e97f19.00085155	START
TOP.62e97f18.000abf88	SUB.62e97f19.00085155	mask_ctx->mask	GP?1?1?1?1?1?1
TOP.62e97f18.000abf88	SUB.62e97f19.00085155	runtime_start	1659469595
TOP.62e97f18.000abf88	SUB.62e97f19.00085155	runtime_stop	1659469613
TOP.62e97f18.000abf88	SUB.62e97f19.00085155	status-after-work	8
TOP.62e97f18.000abf88	SUB.62e97f19.00085155	STOP
TOP.62e97f18.000abf88	proc_start	1659469592
TOP.62e97f18.000abf88	proc_stop	1659469614
TOP.62e97f18.000abf88	STOP
TOP.62e97f3b.00002d83	START
TOP.62e97f3b.00002d83	folder_config->cwd	C:\Users\I3_7350k\Downloads\hashcat-6.2.5
TOP.62e97f3b.00002d83	folder_config->install_dir	.
TOP.62e97f3b.00002d83	folder_config->profile_dir	.
TOP.62e97f3b.00002d83	folder_config->session_dir	.
TOP.62e97f3b.00002d83	folder_config->shared_dir	.
TOP.62e97f3b.00002d83	user_options->custom_charset_1	abcdefghjkmnpqrstuvwxABCDEFGHJKMNPQRSTUVWX3456789
TOP.62e97f3b.00002d83	user_options->encoding_from	utf-8
TOP.62e97f3b.00002d83	user_options->encoding_to	utf-8
TOP.62e97f3b.00002d83	user_options->rule_buf_l	:
TOP.62e97f3b.00002d83	user_options->rule_buf_r	:
TOP.62e97f3b.00002d83	user_options->session	hashcat
TOP.62e97f3b.00002d83	user_options->separator	:
TOP.62e97f3b.00002d83	user_options->limit	0
TOP.62e97f3b.00002d83	user_options->skip	0
TOP.62e97f3b.00002d83	user_options->attack_mode	3
TOP.62e97f3b.00002d83	user_options->benchmark	0
TOP.62e97f3b.00002d83	user_options->benchmark_all	0
TOP.62e97f3b.00002d83	user_options->bitmap_max	18
TOP.62e97f3b.00002d83	user_options->bitmap_min	16
TOP.62e97f3b.00002d83	user_options->debug_mode	0
TOP.62e97f3b.00002d83	user_options->hash_info	0
TOP.62e97f3b.00002d83	user_options->force	0
TOP.62e97f3b.00002d83	user_options->hwmon_disable	0
TOP.62e97f3b.00002d83	user_options->hwmon_temp_abort	90
TOP.62e97f3b.00002d83	user_options->hash_mode	22000
TOP.62e97f3b.00002d83	user_options->hex_charset	0
TOP.62e97f3b.00002d83	user_options->hex_salt	0
TOP.62e97f3b.00002d83	user_options->hex_wordlist	0
TOP.62e97f3b.00002d83	user_options->hook_threads	4
TOP.62e97f3b.00002d83	user_options->identify	0
TOP.62e97f3b.00002d83	user_options->increment	1
TOP.62e97f3b.00002d83	user_options->increment_max	256
TOP.62e97f3b.00002d83	user_options->increment_min	1
TOP.62e97f3b.00002d83	user_options->keep_guessing	0
TOP.62e97f3b.00002d83	user_options->kernel_accel	0
TOP.62e97f3b.00002d83	user_options->kernel_loops	0
TOP.62e97f3b.00002d83	user_options->kernel_threads	0
TOP.62e97f3b.00002d83	user_options->keyspace	0
TOP.62e97f3b.00002d83	user_options->left	0
TOP.62e97f3b.00002d83	user_options->logfile_disable	0
TOP.62e97f3b.00002d83	user_options->loopback	0
TOP.62e97f3b.00002d83	user_options->machine_readable	0
TOP.62e97f3b.00002d83	user_options->markov_classic	0
TOP.62e97f3b.00002d83	user_options->markov_disable	0
TOP.62e97f3b.00002d83	user_options->markov_inverse	0
TOP.62e97f3b.00002d83	user_options->markov_threshold	256
